id_supplier,nama_supplier,kategori_barang,kota,provinsi,no_telepon,email ,tanggal_kerjasama,timestamp_update_date,timestamp_update_time,rating_supplier,status_aktif,npwp
SUP1121,CV Oktaviani (Persero) Tbk,Fashion,Samarinda,Kalimantan Timur,0812722341122,purwanto14@pt.net.id,2019-07-28,2024-12-06,02:03:25,4.3,Aktif,69.610.945.4-642.795
SUP2625,CV Oktaviani (Persero) Tbk,Bahan Baku,Samarinda,Kalimantan Timur,0812038081046,nusada@perum.org,2019-07-15,2022-06-01,02:38:53,5.0,Non-Aktif,26.935.969.7-743.224
SUP0247,CV Oktaviani Budiman,Elektronik,Samarinda,Kalimantan Timur,0821868313304,cemani99@pt.net,2021-06-06,2022-12-24,04:07:30,3.9,Aktif,78.483.027.2-368.228
SUP3227,CV Oktaviani Handayani Tbk,Sembako,Makassar,Sulawesi Selatan,0813071042882,pujihasanah@ud.or.id,2021-05-15,2022-02-05,02:07:35,3.6,Aktif,09.727.531.8-320.517
SUP1286,CV Oktaviani Ramadan (Persero) Tbk,Farmasi,Palembang,Sumatera Selatan,0821234575077,radika45@cv.net.id,2024-12-07,2024-03-28,21:36:12,4.4,Aktif,15.255.570.3-439.529
SUP3762,CV Oktaviani Sinaga (Persero) Tbk,Bahan Baku,Makassar,Sulawesi Selatan,0812917686899,kusumorizki@pt.net,2016-09-01,2023-11-09,16:29:00,3.3,Aktif,24.603.613.4-777.059
SUP0183,CV Padmasari,Fashion,Semarang,Jawa Tengah,0811339740275,taswir51@perum.or.id,2019-02-23,2023-08-11,23:45:02,4.4,Aktif,50.995.138.3-016.910
SUP1354,CV Padmasari,Farmasi,Surabaya,Jawa Timur,0857074999113,ega04@cv.com,2020-04-04,2022-08-19,18:17:00,4.6,Aktif,79.767.319.7-861.571
SUP1304,CV Palastri (Persero) Tbk,Elektronik,Denpasar,Bali,0813196768719,pudjiastutisepti@cv.net.id,2024-10-08,2024-05-30,04:29:54,4.4,Aktif,12.427.224.2-602.317
SUP3388,CV Palastri (Persero) Tbk,Elektronik,Surabaya,Jawa Timur,0895874077777,ffarida@perum.go.id,2016-04-23,2024-05-21,10:24:56,3.8,Aktif,40.252.127.7-681.318
SUP0722,CV Palastri Hardiansyah,Fashion,Jakarta,DKI Jakarta,0852990824997,rafid61@ud.edu,2016-03-30,2024-05-19,17:46:59,3.4,Aktif,45.900.058.1-172.330
SUP2489,CV Palastri Utama Tbk,Fashion,Samarinda,Kalimantan Timur,0857872575676,marbunina@cv.go.id,2020-05-08,2022-07-19,14:11:50,2.7,Aktif,04.330.323.0-825.485
SUP0647,CV Pangestu,Sembako,Yogyakarta,DI Yogyakarta,0857544502403,dhastuti@cv.sch.id,2023-02-26,2023-03-19,05:13:42,3.2,Aktif,55.314.465.8-940.367
SUP2957,CV Pangestu (Persero) Tbk,Alat Tulis,Surabaya,Jawa Timur,0822707507443,harsanto50@perum.net.id,2019-06-02,2024-02-02,19:33:20,4.9,Aktif,92.102.043.3-702.397
SUP3883,CV Pangestu Manullang,Elektronik,Semarang,Jawa Tengah,0812261656083,haryantisiska@pt.net,2024-03-28,2022-08-20,04:50:32,5.0,Aktif,06.359.324.0-787.151
SUP1651,CV Pangestu Sitorus,Farmasi,Medan,Sumatera Utara,0812904340779,unknown,2024-02-07,2024-04-07,14:17:25,3.2,Aktif,33.713.095.0-161.355
SUP3313,CV Pangestu Suartini,Sembako,Denpasar,Bali,0822180062690,safitrigalih@ud.web.id,2022-12-17,2023-06-29,22:43:20,3.0,Aktif,40.749.210.1-957.933
SUP0138,CV Permadi,Alat Tulis,Medan,Sumatera Utara,0811467441584,indah36@ud.co.id,2016-12-12,2022-03-08,17:51:32,3.5,Aktif,72.877.364.1-124.757
SUP1965,CV Permadi,Farmasi,Samarinda,Kalimantan Timur,0821570942197,cinta17@cv.ponpes.id,2016-08-16,2023-05-03,16:42:24,3.3,Aktif,39.067.520.9-543.475
SUP3300,CV Permadi,Elektronik,Samarinda,Kalimantan Timur,0878937139547,hidayantohari@perum.desa.id,2023-04-22,2023-09-01,15:41:22,3.3,Non-Aktif,88.976.550.2-516.915
SUP0398,CV Permadi Hutagalung (Persero) Tbk,Alat Tulis,Samarinda,Kalimantan Timur,0812032268211,zulfa98@cv.co.id,2022-08-20,2024-04-03,15:27:53,4.0,Non-Aktif,99.866.452.7-124.084
SUP2601,CV Permata,Alat Tulis,Medan,Sumatera Utara,0852538541213,jagaraga81@perum.mil.id,2019-04-01,2024-12-18,06:38:07,2.5,Aktif,03.034.448.5-050.451
SUP2324,CV Permata (Persero) Tbk,Bahan Baku,Yogyakarta,DI Yogyakarta,0857454350106,elisapadmasari@cv.sch.id,2024-01-01,2024-04-14,08:23:08,4.9,Aktif,84.763.146.8-837.622
SUP2388,CV Permata (Persero) Tbk,Elektronik,Bandung,Jawa Barat,0812993047727,shakilafarida@perum.sch.id,2023-03-08,2022-07-01,23:21:56,3.9,Aktif,77.517.046.9-863.684
SUP0034,CV Permata Tbk,Sembako,Yogyakarta,DI Yogyakarta,0812065705530,hyuniar@pd.net,2016-04-16,2023-08-30,15:17:08,3.9,Aktif,97.858.423.6-273.964
SUP2917,CV Pertiwi Lazuardi,Fashion,Surabaya,Jawa Timur,0857359986104,mmahendra@cv.net.id,2021-06-24,2024-04-28,10:42:56,3.1,Aktif,35.780.560.3-011.370
SUP0035,CV Pertiwi Natsir,Sembako,Semarang,Jawa Tengah,0811230871125,gaimanfirgantoro@perum.ponpes.id,2020-11-24,2022-10-08,13:16:45,4.7,Aktif,80.582.546.0-935.205
SUP3951,CV Pertiwi Prasetyo (Persero) Tbk,Fashion,Medan,Sumatera Utara,0895630963689,lasmanto64@perum.int,2016-12-16,2022-10-12,00:54:13,2.6,Non-Aktif,32.538.749.2-024.860
SUP1659,CV Pertiwi Tbk,Farmasi,Medan,Sumatera Utara,0812408247263,tadriansyah@ud.net,2024-09-22,2024-03-30,05:03:02,3.0,Aktif,51.757.614.9-047.392
SUP2237,CV Pertiwi Zulkarnain Tbk,Farmasi,Jakarta,DKI Jakarta,0811201819538,padmasarisidiq@perum.com,2016-07-28,2023-05-18,14:52:43,4.0,Aktif,49.420.562.2-045.466
SUP0087,CV Prabowo,Bahan Baku,Surabaya,Jawa Timur,0822784380514,aditya89@cv.id,2020-02-16,2024-04-19,04:21:08,3.6,Aktif,20.765.414.6-620.537
SUP2002,CV Prabowo,Elektronik,Makassar,Sulawesi Selatan,0813299521267,ikasitompul@ud.desa.id,2018-02-19,2024-12-26,16:32:47,3.7,Aktif,53.221.389.1-703.501
SUP2409,CV Prabowo (Persero) Tbk,Farmasi,Samarinda,Kalimantan Timur,0857480659770,unknown,2019-02-07,2022-08-02,09:37:05,4.3,Aktif,15.813.768.3-993.939
SUP4032,CV Prabowo Adriansyah Tbk,Sembako,Surabaya,Jawa Timur,0857000521181,balanggakuswandari@perum.biz.id,2020-06-25,2024-04-16,02:58:59,4.6,Aktif,57.382.569.4-260.197
SUP0466,CV Prabowo Simbolon,Bahan Baku,Semarang,Jawa Tengah,0811249030959,smanullang@pd.mil.id,2021-09-28,2024-10-27,00:08:44,3.3,Aktif,82.486.002.8-607.202
SUP1014,CV Pradana Nugroho (Persero) Tbk,Bahan Baku,Medan,Sumatera Utara,0812702905290,kmaulana@pd.edu,2022-02-04,2024-04-05,11:47:11,3.8,Non-Aktif,22.796.356.6-731.512
SUP1253,CV Pradipta,Elektronik,Medan,Sumatera Utara,0812178823061,kunthara44@pt.int,2021-06-13,2022-06-19,04:13:50,2.9,Aktif,85.124.894.7-262.220
SUP4043,CV Pradipta (Persero) Tbk,Alat Tulis,Semarang,Jawa Tengah,0895543663462,pzulaika@ud.web.id,2016-12-17,2024-09-21,01:45:12,3.5,Aktif,91.075.843.4-275.775
SUP2566,CV Pradipta Latupono,Farmasi,Surabaya,Jawa Timur,0895204126870,ghani53@ud.desa.id,2019-10-17,2023-07-30,15:50:02,4.7,Aktif,40.264.793.7-117.590
SUP0431,CV Pradipta Nababan,Sembako,Jakarta,DKI Jakarta,0812816084791,tyulianti@pd.mil.id,2018-03-23,2023-09-26,08:19:56,4.2,Aktif,13.798.694.7-466.874
SUP3944,CV Pradipta Saptono (Persero) Tbk,Fashion,Palembang,Sumatera Selatan,0878161527267,ulaksmiwati@ud.id,2023-08-31,2024-07-15,18:25:44,3.3,Aktif,47.171.987.9-808.203
SUP2436,CV Pradipta Simanjuntak,Farmasi,Yogyakarta,DI Yogyakarta,0857690946916,darijanagustina@pt.ponpes.id,2022-11-22,2024-11-25,16:58:24,3.6,Aktif,63.543.283.5-280.041
SUP3713,CV Pradipta Simanjuntak,Sembako,Surabaya,Jawa Timur,0822095339003,xandriani@pt.int,2021-12-29,2022-06-18,00:23:03,4.9,Aktif,75.516.971.8-899.738
SUP1572,CV Pradipta Uwais (Persero) Tbk,Fashion,Semarang,Jawa Tengah,0812255301622,susantihilda@pd.gov,2021-04-12,2023-11-28,13:40:45,2.9,Aktif,66.856.950.2-713.112
SUP1935,CV Prakasa (Persero) Tbk,Sembako,Surabaya,Jawa Timur,0895900623865,zmandala@pd.int,2021-10-12,2023-02-24,17:07:17,4.5,Aktif,61.812.072.0-554.270
SUP3665,CV Prakasa (Persero) Tbk,Fashion,Yogyakarta,DI Yogyakarta,0857262979248,rinibudiman@perum.net.id,2019-12-02,2024-07-22,13:35:54,4.3,Aktif,31.780.385.3-410.486
SUP4030,CV Prakasa Irawan,Farmasi,Bandung,Jawa Barat,0811677477370,kuswoyoamong@ud.web.id,2019-08-31,2023-10-07,05:52:55,4.4,Aktif,96.068.985.4-606.791
SUP3673,CV Pranowo Nainggolan (Persero) Tbk,Elektronik,Yogyakarta,DI Yogyakarta,0812004292061,xnababan@pd.web.id,2023-05-23,2024-08-08,23:36:39,4.8,Aktif,96.007.891.7-036.665
SUP1389,CV Prasasta,Farmasi,Palembang,Sumatera Selatan,0852892985321,darijan80@perum.mil,2022-11-25,2024-05-01,09:47:16,4.1,Aktif,24.534.451.1-103.383
SUP2580,CV Prasasta,Sembako,Yogyakarta,DI Yogyakarta,0811714678938,uhidayanto@ud.mil.id,2021-03-03,2022-04-23,03:57:08,3.7,Aktif,22.657.180.4-957.469
SUP3557,CV Prasasta (Persero) Tbk,Elektronik,Palembang,Sumatera Selatan,0821600313913,zulkarnainparis@ud.mil.id,2021-09-01,2022-12-15,02:59:22,3.9,Aktif,35.068.503.0-616.078
SUP3895,CV Prasasta Saputra,Alat Tulis,Samarinda,Kalimantan Timur,0895915865349,zhassanah@pt.mil.id,2019-08-07,2023-04-06,12:28:54,4.4,Non-Aktif,24.254.860.3-562.565
SUP0492,CV Prasasta Sudiati (Persero) Tbk,Sembako,Jakarta,DKI Jakarta,0822202157606,dadap59@ud.net.id,2017-12-13,2023-04-07,05:11:43,3.7,Aktif,93.450.419.9-120.927
SUP2834,CV Prasetya,Fashion,Denpasar,Bali,0822104042059,olivia66@pt.co.id,2024-03-05,2022-01-23,16:16:35,2.7,Non-Aktif,35.705.369.6-441.311
SUP3570,CV Prasetya (Persero) Tbk,Bahan Baku,Semarang,Jawa Tengah,0878270291310,shania81@pt.web.id,2024-05-10,2022-11-23,11:27:12,4.7,Aktif,43.008.251.0-162.933
SUP3050,CV Prasetya Kuswandari,Fashion,Jakarta,DKI Jakarta,0878082665680,phidayat@pt.mil.id,2023-12-15,2023-04-18,17:08:36,3.3,Aktif,17.398.230.5-169.466
SUP3042,CV Prasetya Salahudin (Persero) Tbk,Fashion,Surabaya,Jawa Timur,0822535495040,klailasari@ud.ponpes.id,2023-03-06,2022-05-10,16:58:09,4.7,Aktif,53.460.249.4-580.768
SUP3046,CV Prasetya Usada,Elektronik,Jakarta,DKI Jakarta,0821795115041,puyainah@cv.gov,2019-08-02,2022-02-26,01:27:42,3.7,Non-Aktif,26.251.538.5-362.108
SUP0491,CV Prasetyo (Persero) Tbk,Alat Tulis,Samarinda,Kalimantan Timur,0852274629419,bellawijaya@pd.id,2018-08-20,2023-09-13,06:11:17,4.6,Aktif,15.339.989.2-599.403
SUP1907,CV Prasetyo Agustina,Bahan Baku,Makassar,Sulawesi Selatan,0821153732312,wadi75@pd.edu,2024-04-23,2022-12-22,08:03:48,2.8,Aktif,70.436.603.8-548.450
SUP3441,CV Prasetyo Kuswoyo,Fashion,Yogyakarta,DI Yogyakarta,0857890355235,unknown,2018-02-08,2023-01-20,22:26:32,3.0,Aktif,30.473.341.3-995.762
SUP1435,CV Prasetyo Permata Tbk,Elektronik,Palembang,Sumatera Selatan,0822173396821,kardi22@ud.ponpes.id,2023-05-06,2023-10-16,13:35:22,3.7,Aktif,35.372.641.6-839.286
SUP0467,CV Prasetyo Purwanti,Sembako,Samarinda,Kalimantan Timur,0895685395329,prabowo65@ud.net,2018-10-21,2024-11-27,12:55:22,3.7,Aktif,08.886.463.1-349.520
SUP1573,CV Prasetyo Setiawan,Farmasi,Bandung,Jawa Barat,0813254712834,asirwandapermadi@perum.int,2020-03-07,2023-06-24,03:55:25,3.7,Aktif,19.088.391.4-747.878
SUP2171,CV Prasetyo Tbk,Elektronik,Semarang,Jawa Tengah,0822365526119,bakda14@pt.or.id,2021-12-02,2023-04-18,21:06:48,3.7,Aktif,85.698.536.6-702.040
SUP1332,CV Prasetyo Usamah,Alat Tulis,Samarinda,Kalimantan Timur,0821231589732,michelle55@cv.go.id,2018-09-20,2023-03-26,18:27:23,3.0,Aktif,87.087.401.3-490.620
SUP3877,CV Prasetyo Widodo,Sembako,Makassar,Sulawesi Selatan,0821102996367,puspasaribanawi@cv.or.id,2020-01-23,2022-08-27,08:47:22,3.3,Aktif,04.416.702.2-544.954
SUP0537,CV Prastuti,Farmasi,Makassar,Sulawesi Selatan,0821949917732,qbudiman@ud.ac.id,2017-11-14,2022-03-07,12:39:01,4.4,Aktif,64.251.454.4-167.386
SUP1302,CV Prastuti,Fashion,Yogyakarta,DI Yogyakarta,0812315693933,jputra@ud.org,2018-05-17,2024-04-24,09:07:17,3.6,Non-Aktif,99.710.509.4-105.650
SUP3808,CV Prastuti (Persero) Tbk,Farmasi,Semarang,Jawa Tengah,0821533972080,kembasinaga@pt.edu,2020-05-16,2023-08-25,23:26:34,3.7,Aktif,55.541.981.4-253.012
SUP3567,CV Prastuti Sitompul (Persero) Tbk,Bahan Baku,Medan,Sumatera Utara,0821333774177,prakasaajiman@pt.com,2017-07-31,2024-07-20,08:51:37,2.6,Aktif,01.558.734.7-530.304
SUP0772,CV Pratama Padmasari (Persero) Tbk,Sembako,Yogyakarta,DI Yogyakarta,0813797661839,wibisonojessica@pd.desa.id,2021-05-26,2022-11-24,14:53:45,4.5,Aktif,77.251.116.4-878.715
SUP0285,CV Pratiwi,Sembako,Semarang,Jawa Tengah,0878968335924,taniaandriani@perum.biz.id,2024-02-26,2022-07-26,17:07:41,4.5,Non-Aktif,17.495.903.7-669.207
SUP3932,CV Pratiwi,Sembako,Semarang,Jawa Tengah,0813363338028,siti64@pd.net,2021-06-29,2022-02-23,23:41:47,3.5,Aktif,02.837.695.5-624.323
SUP2533,CV Pratiwi Adriansyah,Sembako,Bandung,Jawa Barat,0852751141074,unknown,2024-08-12,2022-06-07,00:17:01,2.7,Non-Aktif,22.884.945.7-849.850
SUP0357,CV Pratiwi Hariyah (Persero) Tbk,Fashion,Bandung,Jawa Barat,0821865600686,ahariyah@ud.ponpes.id,2016-04-20,2022-03-19,18:40:51,3.7,Aktif,99.331.701.9-278.361
SUP1757,CV Prayoga Firmansyah,Elektronik,Surabaya,Jawa Timur,0878895458441,sihombingrahmat@pd.desa.id,2021-05-15,2024-06-26,13:36:58,3.8,Aktif,75.393.817.6-744.162
SUP2310,CV Prayoga Rajasa Tbk,Fashion,Yogyakarta,DI Yogyakarta,0812926064202,ohandayani@pt.or.id,2024-08-08,2024-05-12,15:06:49,3.9,Aktif,03.130.370.7-349.992
SUP1850,CV Prayoga Tbk,Sembako,Yogyakarta,DI Yogyakarta,0813217843994,santosolasmono@pd.ac.id,2021-08-07,2024-07-07,14:09:38,4.2,Non-Aktif,50.883.834.5-057.789
SUP4023,CV Prayoga Zulaika (Persero) Tbk,Farmasi,Bandung,Jawa Barat,0878220100630,kurniawanjessica@pd.mil,2020-02-18,2024-01-28,08:37:52,4.5,Non-Aktif,35.479.007.7-024.752
SUP3941,CV Pudjiastuti (Persero) Tbk,Bahan Baku,Yogyakarta,DI Yogyakarta,0811430257372,rama35@pt.mil.id,2021-08-12,2023-07-10,21:14:26,2.8,Aktif,18.593.537.3-741.323
SUP1060,CV Pudjiastuti Hutasoit,Fashion,Bandung,Jawa Barat,0812049012409,salsabila66@cv.sch.id,2022-04-01,2023-01-10,12:49:11,3.8,Non-Aktif,43.842.913.5-382.526
SUP3087,CV Pudjiastuti Saptono,Fashion,Palembang,Sumatera Selatan,0811421352936,unknown,2017-11-22,2022-04-04,02:01:00,4.4,Aktif,02.766.653.8-996.421
SUP2385,CV Pudjiastuti Tbk,Elektronik,Yogyakarta,DI Yogyakarta,0821602803104,zulkarnainlaras@pt.net,2018-09-02,2022-09-27,22:07:43,3.7,Aktif,59.223.295.7-779.863
SUP1993,CV Purwanti,Fashion,Samarinda,Kalimantan Timur,0878935043477,unknown,2020-04-07,2023-04-21,16:41:50,3.5,Aktif,95.281.528.5-770.137
SUP2888,CV Purwanti,Farmasi,Samarinda,Kalimantan Timur,0878553962373,charyanti@perum.com,2020-09-11,2023-03-12,15:29:16,2.6,Aktif,57.111.409.8-377.458
SUP4102,CV Purwanti,Sembako,Bandung,Jawa Barat,0812421260240,jsaputra@pd.ac.id,2016-07-12,2022-10-06,08:34:22,4.3,Aktif,23.526.760.6-450.382
SUP3821,CV Purwanti (Persero) Tbk,Elektronik,Bandung,Jawa Barat,0857760405424,ranggraini@perum.desa.id,2021-12-04,2022-08-02,22:27:16,3.3,Aktif,16.077.127.2-692.122
SUP0694,CV Purwanti Mandasari Tbk,Elektronik,Medan,Sumatera Utara,0811240346824,csiregar@cv.net,2020-12-21,2023-01-27,18:53:56,3.4,Aktif,32.967.128.2-325.868
SUP3732,CV Purwanti Sirait,Farmasi,Semarang,Jawa Tengah,0822904423570,sinagaharja@ud.org,2018-06-12,2023-04-29,14:26:45,4.5,Aktif,72.298.799.6-899.834
SUP2362,CV Puspasari,Sembako,Medan,Sumatera Utara,0857772221278,cawisadimanullang@pt.or.id,2022-02-18,2024-02-17,23:42:32,3.7,Aktif,09.782.406.4-875.717
SUP2708,CV Puspasari,Elektronik,Bandung,Jawa Barat,0857945823727,setiawanindra@ud.net,2019-11-16,2022-06-09,23:59:39,2.6,Aktif,78.382.691.4-974.630
SUP0082,CV Puspasari Permadi,Bahan Baku,Bandung,Jawa Barat,0852885310363,jpurwanti@perum.net.id,2018-06-21,2023-10-27,15:00:49,3.9,Aktif,02.012.127.7-348.501
SUP1543,CV Puspita,Farmasi,Medan,Sumatera Utara,0821890783393,ciaobellaharyanti@pd.com,2016-05-01,2022-06-25,11:51:19,4.4,Aktif,39.225.704.8-802.967
SUP3006,CV Puspita,Alat Tulis,Jakarta,DKI Jakarta,0895989259666,utarihoran@pt.gov,2018-11-23,2023-12-09,03:10:16,5.0,Aktif,55.602.269.7-636.635
SUP3307,CV Puspita (Persero) Tbk,Alat Tulis,Denpasar,Bali,0811778491445,gara55@perum.org,2021-05-02,2023-07-11,04:15:04,3.2,Aktif,76.959.839.5-606.386
SUP2243,CV Puspita Farida Tbk,Bahan Baku,Semarang,Jawa Tengah,0895730479031,nrima20@pt.mil.id,2022-01-04,2023-10-02,17:16:38,2.7,Aktif,54.194.218.0-905.869
SUP1324,CV Putra (Persero) Tbk,Bahan Baku,Palembang,Sumatera Selatan,0878494971277,puspitaluthfi@cv.edu,2017-10-11,2022-11-09,15:51:33,3.9,Aktif,30.284.255.2-322.204
SUP2726,CV Putra Narpati,Farmasi,Yogyakarta,DI Yogyakarta,0821689432862,wmaryati@cv.co.id,2022-12-25,2023-07-26,12:21:26,3.5,Aktif,35.124.951.5-859.813
SUP0410,CV Putra Tbk,Bahan Baku,Medan,Sumatera Utara,0812817195440,whandayani@ud.edu,2019-05-23,2022-01-20,14:55:47,4.9,Aktif,54.580.471.5-975.721
SUP1452,CV Putra Waskita Tbk,Farmasi,Palembang,Sumatera Selatan,0857156530885,galak86@pd.edu,2021-08-28,2023-05-17,16:33:58,4.0,Aktif,67.625.482.1-464.960
SUP0868,CV Rahayu,Farmasi,Yogyakarta,DI Yogyakarta,0895488548076,tambadarmaji@perum.ponpes.id,2021-05-22,2023-07-25,00:43:34,2.9,Aktif,43.770.450.6-369.922
SUP1200,CV Rahayu,Fashion,Samarinda,Kalimantan Timur,0895787261159,iswahyudiismail@pd.or.id,2019-06-27,2024-02-16,09:09:48,2.7,Aktif,96.201.300.9-724.581
SUP1529,CV Rahayu,Bahan Baku,Bandung,Jawa Barat,0811517902116,estiono84@ud.edu,2018-06-29,2022-01-24,11:32:05,3.8,Aktif,61.273.293.4-293.260
SUP0373,CV Rahayu (Persero) Tbk,Alat Tulis,Medan,Sumatera Utara,0821259967552,rika67@cv.ac.id,2024-09-11,2023-07-24,07:30:40,4.1,Aktif,16.228.801.1-023.402
SUP2885,CV Rahayu Budiman Tbk,Sembako,Denpasar,Bali,0822900918357,cmangunsong@cv.int,2019-06-20,2024-07-04,19:15:31,4.7,Aktif,76.665.829.3-740.298
SUP0116,CV Rahimah,Bahan Baku,Denpasar,Bali,0895327804887,tominugroho@cv.web.id,2017-05-23,2024-04-30,23:40:06,3.8,Aktif,46.129.121.3-216.947
SUP0637,CV Rahimah,Farmasi,Jakarta,DKI Jakarta,0811981484753,ranggaastuti@cv.com,2024-02-01,2022-01-28,04:24:07,2.7,Aktif,26.219.866.0-092.298
SUP2733,CV Rahimah,Elektronik,Yogyakarta,DI Yogyakarta,0813477750835,parislaksita@perum.ac.id,2016-01-23,2022-12-07,12:35:33,2.5,Aktif,17.230.445.3-149.651
SUP2147,CV Rahimah (Persero) Tbk,Bahan Baku,Bandung,Jawa Barat,0878434591304,osalahudin@pd.org,2017-08-08,2022-06-21,06:23:35,3.3,Aktif,57.215.551.8-490.191
SUP0847,CV Rahimah Hutapea (Persero) Tbk,Fashion,Samarinda,Kalimantan Timur,0812253746475,unknown,2023-07-16,2023-12-18,07:16:19,4.4,Aktif,06.027.021.8-333.353
SUP3739,CV Rahimah Prayoga (Persero) Tbk,Fashion,Surabaya,Jawa Timur,0857662569158,reksaprasasta@cv.sch.id,2019-06-05,2023-12-11,23:20:56,3.0,Aktif,62.992.992.7-446.608
SUP2779,CV Rahimah Tbk,Sembako,Semarang,Jawa Tengah,0812682717927,hadriansyah@pd.or.id,2021-11-28,2022-10-17,05:35:35,2.8,Aktif,84.889.573.0-398.125
SUP1152,CV Rahmawati Uyainah Tbk,Fashion,Palembang,Sumatera Selatan,0895622812129,galaknuraini@cv.co.id,2022-08-03,2024-03-21,19:04:03,3.2,Aktif,27.350.109.4-232.599
SUP0783,CV Rahmawati Widodo Tbk,Fashion,Denpasar,Bali,0821464032876,teguh49@ud.int,2022-11-29,2023-09-19,00:51:46,4.1,Aktif,21.638.406.5-233.649
SUP0395,CV Rajasa,Bahan Baku,Bandung,Jawa Barat,0857890481885,rajatabaktiadi@ud.my.id,2017-09-09,2023-01-06,22:46:18,3.7,Aktif,20.923.761.1-540.277
SUP1985,CV Rajasa,Fashion,Surabaya,Jawa Timur,0878347964404,utama70@pt.or.id,2024-03-05,2022-08-07,15:11:35,3.6,Aktif,14.806.677.9-691.807
SUP2719,CV Rajasa,Bahan Baku,Yogyakarta,DI Yogyakarta,0852198824054,artawansiregar@pd.or.id,2023-06-15,2024-12-21,23:21:40,3.9,Aktif,18.552.907.7-196.540
SUP3843,CV Rajasa,Fashion,Semarang,Jawa Tengah,0811492550648,nsafitri@ud.my.id,2022-05-14,2023-06-25,23:01:22,3.1,Aktif,88.681.510.8-283.995
SUP0346,CV Rajasa (Persero) Tbk,Sembako,Medan,Sumatera Utara,0895135808067,kadirandriani@perum.web.id,2019-04-30,2024-10-26,17:20:59,4.2,Aktif,17.086.311.9-457.095
SUP2479,CV Rajasa Sudiati (Persero) Tbk,Sembako,Denpasar,Bali,0813252588501,siska73@perum.my.id,2017-06-02,2022-12-31,19:01:40,2.8,Aktif,34.842.472.4-298.814
SUP2769,CV Rajata Kusumo (Persero) Tbk,Bahan Baku,Makassar,Sulawesi Selatan,0822121079301,titidamanik@ud.ac.id,2017-10-15,2022-07-05,04:03:11,3.9,Aktif,20.567.533.2-521.560
SUP0421,CV Rajata Tbk,Alat Tulis,Surabaya,Jawa Timur,0857555237546,gandipradana@cv.int,2022-03-07,2022-02-13,12:32:14,3.3,Aktif,42.427.201.6-493.161
SUP1029,CV Ramadan,Alat Tulis,Medan,Sumatera Utara,0878297062230,jayadinamaga@cv.my.id,2017-02-04,2024-09-22,18:05:07,3.2,Aktif,45.615.271.5-003.973
SUP1323,CV Ramadan,Elektronik,Palembang,Sumatera Selatan,0878433670783,snasyidah@perum.desa.id,2022-12-14,2022-02-20,18:57:28,2.9,Aktif,51.003.995.5-263.677
SUP2577,CV Ramadan,Alat Tulis,Samarinda,Kalimantan Timur,0821173793217,timbulsaragih@ud.ponpes.id,2016-04-14,2024-03-26,16:25:45,2.8,Aktif,61.841.216.6-656.081
SUP2743,CV Ramadan Haryanto,Bahan Baku,Palembang,Sumatera Selatan,0822319070556,najmudindarman@ud.ponpes.id,2017-06-02,2023-10-07,07:41:39,3.7,Aktif,33.008.951.4-202.407
SUP2008,CV Ramadan Wijayanti (Persero) Tbk,Bahan Baku,Palembang,Sumatera Selatan,0813695830396,martana11@pd.biz.id,2023-08-01,2023-05-15,23:44:13,3.4,Aktif,28.087.551.7-170.394
SUP0119,CV Riyanti,Fashion,Semarang,Jawa Tengah,0812170552996,ganep78@perum.mil.id,2019-01-30,2022-06-13,04:16:00,2.7,Aktif,39.317.515.2-271.487
SUP0754,CV Riyanti (Persero) Tbk,Farmasi,Yogyakarta,DI Yogyakarta,0895938988188,bakdanurdiyanti@perum.com,2017-08-03,2024-09-18,13:23:37,2.7,Aktif,26.285.238.6-094.280
SUP3426,CV Riyanti (Persero) Tbk,Elektronik,Yogyakarta,DI Yogyakarta,0813305216519,dsaefullah@pd.mil,2024-08-28,2022-11-06,10:43:51,4.1,Aktif,34.519.999.2-644.269
SUP0069,CV Riyanti Hassanah,Farmasi,Makassar,Sulawesi Selatan,0852663514257,kanda01@pt.edu,2017-06-18,2023-02-26,05:37:31,4.4,Non-Aktif,52.199.901.3-606.359
SUP1057,CV Riyanti Hastuti,Alat Tulis,Samarinda,Kalimantan Timur,0821693794963,gandriani@cv.biz.id,2023-02-01,2022-09-06,02:38:16,3.9,Aktif,07.584.141.7-424.242
SUP0202,CV Riyanti Tbk,Farmasi,Makassar,Sulawesi Selatan,0812775986855,psetiawan@perum.go.id,2018-09-18,2023-10-17,04:34:20,2.9,Aktif,41.276.042.1-572.459
SUP1388,CV Saefullah,Alat Tulis,Makassar,Sulawesi Selatan,0811574483294,hardanathamrin@ud.sch.id,2018-05-21,2024-02-05,02:24:50,3.0,Non-Aktif,61.016.816.4-289.787
SUP0260,CV Saefullah Andriani (Persero) Tbk,Sembako,Bandung,Jawa Barat,0878777342019,ajimatprabowo@pd.web.id,2019-04-08,2022-07-06,21:32:51,3.5,Aktif,44.121.696.2-535.081
SUP0055,CV Saefullah Hakim,Alat Tulis,Yogyakarta,DI Yogyakarta,0813233082222,eyuniar@cv.co.id,2022-06-11,2023-06-30,16:08:35,4.7,Aktif,12.325.695.1-205.272
SUP1210,CV Saefullah Kuswoyo,Sembako,Bandung,Jawa Barat,0812469930668,kmansur@pt.org,2017-07-20,2022-11-03,07:10:30,2.8,Aktif,58.583.860.7-832.500
